doc,w,target,pos,year,mop_id,file_path,lemmas,gender,party_abbrev,z
8646,hänsyn till den genomslagskraft som massmedia har betänk om det hade,massmedia,5,1970,bengt_gustavsson_a94e01,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,1
8647,känner händelseförloppet i nazityskland där massmedia hänsynslöst utnyttjades i hitlers maktapparat,massmedia,5,1970,bengt_gustavsson_a94e01,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,3
8648,människor som skall syssla med massmedia vi vet också att sveriges,massmedia,5,1970,bengt_gustavsson_a94e01,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,4
8649,har en synnerligen stor betydelse massmedia är ett så viktigt avsnitt,massmedia,5,1970,bengt_gustavsson_a94e01,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,2
8650,yttrandefriheten i snart sagt alla massmedia jag välkomnar herr talman en,massmedia,5,1970,gunbjorg_thunvall_0b3c5b,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,woman,S,2
8651,låt oss utöka forskningen om massmedias insatser på olika områden låt,massmedias,5,1970,gunbjorg_thunvall_0b3c5b,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,woman,S,4
8652,områden låt oss kritiskt bedöma massmedia men låt oss ändå överlåta,massmedia,5,1970,gunbjorg_thunvall_0b3c5b,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,woman,S,4
8653,värdet av att yttrandefriheten i massmedia bereds ett så fullständigt och,massmedia,5,1970,erik_adamsson_625fde,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,1
8654,framhålla att pressen och andra massmedia i allmänhet känner sitt ansvar,massmedia,5,1970,erik_adamsson_625fde,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,2
8655,är angelägen inte bara från massmedias synpunkt utan också från allmänhetens,massmedias,5,1970,erik_adamsson_625fde,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,3
8656,utan också tv och andra massmedia som har utsatts för likartad,massmedia,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,,,2
8657,journalister och andra medarbetare i massmedia den utbildningen bör bli sådan,massmedia,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,,,1
8658,den känner det ansvar som massmedia har i ett demokratiskt samhälle,massmedia,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,,,1
8659,grundläggande normer för olika mass media utöver press radio och tv,media,5,1970,lars_edmund_larsson_645c29,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,medi,,,1
8660,och att man kan få massmedia att också följa dem vilket,massmedia,5,1970,lars_edmund_larsson_645c29,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,,,4
8661,missförhållanden som råder inom våra massmedia jag skall inte förlänga debatten,massmedia,5,1970,lars_edmund_larsson_645c29,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,,,2
8662,de grundläggande normerna för olika massmedia regeringen har här tagit ett,massmedia,5,1970,lars_edmund_larsson_645c29,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,,,2
8663,propositionen upptagna problemen vad gäller massmedia skall emellertid yttrandefrihetsproblemen inom dessa,massmedia,5,1970,robert_dockered_0ae176,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,C,2
8664,skall emellertid yttrandefrihetsproblemen inom dessa medias verksamhet göras till föremål för,medias,5,1970,robert_dockered_0ae176,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,medi,man,C,4
8665,tror jag det gäller om massmedia behandlade dessa händelser som de,massmedia,5,1970,astrid_kristensson_17f0df,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,woman,M,4
8666,filmen var det mest suggestiva mediet och att det var särskilt,mediet,5,1970,astrid_kristensson_17f0df,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,medi,woman,M,3
8667,i skrift bild eller andra media han vill ta del av,media,5,1970,astrid_kristensson_17f0df,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,medi,woman,M,1
8668,faller på utbildningsdepartementet för övriga media anser jag inte att det,media,5,1970,astrid_kristensson_17f0df,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,medi,woman,M,4
8669,accepterar sådana saker exempelvis i massmedia är det pris som vi,massmedia,5,1970,astrid_kristensson_17f0df,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,woman,M,1
8670,trosfridsfrågan bla följande tack vare massmedias snabba utveckling har medborgarna fått,massmedias,5,1970,bo_martinsson_9bb33b,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,3
8671,skrift utan också i andra media det är fördenskull svårt att,media,5,1970,bo_martinsson_9bb33b,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,medi,man,S,1
8672,journalister och andra i våra massmedia med viss rätt har resonerat,massmedia,5,1970,yngve_holmberg_c71fc8,../riksdagen-corpus/corpus/1970/prot-1970--ak--31.xml,mass,man,M,1
8673,ledsnat på alla påhopp från massmedia och dessutom har statsmakterna en,massmedia,5,1970,gunnar_hedlund_2611ae,../riksdagen-corpus/corpus/1970/prot-1970--ak--31.xml,mass,man,C,1
8674,våld pornografi och reklam i medier samt vad pornografin har för,medier,5,2005,solveig_hellquist_cfc9ee,../riksdagen-corpus/corpus/200506/prot-200506--139.xml,medi,woman,L,0
8675,av sex och pornografi i medier ytterligare ett aktuellt exempel är,medier,5,2005,solveig_hellquist_cfc9ee,../riksdagen-corpus/corpus/200506/prot-200506--139.xml,medi,woman,L,0
8676,viktigt att analysera och diskutera mediernas innehåll ur ett jämställdhetsperspektiv regeringen,mediernas,5,2005,solveig_hellquist_cfc9ee,../riksdagen-corpus/corpus/200506/prot-200506--139.xml,medi,woman,L,3
8677,seminarium på temat jämställdhet och medier forskning om hur barn och,medier,5,2005,solveig_hellquist_cfc9ee,../riksdagen-corpus/corpus/200506/prot-200506--139.xml,medi,woman,L,0
8678,kan dock innehållet i olika medier även om det inte är,medier,5,2005,solveig_hellquist_cfc9ee,../riksdagen-corpus/corpus/200506/prot-200506--139.xml,medi,woman,L,0
8679,från konsumtion av våld i medier i flera timmar per vecka,medier,5,2005,leif_pagrotsky_minister_2004,../riksdagen-corpus/corpus/200506/prot-200506--139.xml,medi,,,0
8680,är tv ett särskilt betydelsefullt medium för personer som har nedsatt,medium,5,2005,lena_adelsohn_liljeroth_b69525,../riksdagen-corpus/corpus/200506/prot-200506--34.xml,medi,woman,M,3
8681,vilket har uppmärksammats i marockanska medier det har också uppmärksammats positivt,medier,5,2005,lotta_hedstrom_852ee3,../riksdagen-corpus/corpus/200506/prot-200506--110.xml,medi,woman,MP,0
8682,flitigt i amerikanska och internationella medier den senaste tiden den artikel,medier,5,2005,alice_astrom_5d697c,../riksdagen-corpus/corpus/200506/prot-200506--110.xml,medi,woman,V,0
8683,som har varit i internationella medier och som har förekommit framför,medier,5,2005,carl_b_hamilton_e9200f,../riksdagen-corpus/corpus/200506/prot-200506--110.xml,medi,man,L,1
8684,statliga bolagen genom uttalanden i medier eller inlägg i den offentliga,medier,5,2005,goran_magnusson_d4a471,../riksdagen-corpus/corpus/200506/prot-200506--138.xml,medi,man,S,0
8685,vi har i landet de medier tidningar och radio som vi,medier,5,2005,kerstin_lundgren_cd170a,../riksdagen-corpus/corpus/200506/prot-200506--138.xml,medi,woman,C,4
8686,ett sätt att få mer medialt genomslag för sin ståndpunkt eller,medialt,5,2005,kerstin_lundgren_cd170a,../riksdagen-corpus/corpus/200506/prot-200506--138.xml,medi,woman,C,3
8687,krantz gärna föra ute i medier och var han vill men,medier,5,2005,mats_einarsson_087a77,../riksdagen-corpus/corpus/200506/prot-200506--138.xml,medi,man,V,0
8688,ändå kan man notera i medier att statsministern inte anser att,medier,5,2005,göran_persson_minister_1996,../riksdagen-corpus/corpus/200506/prot-200506--112.xml,medi,,,0
8689,nekar att ge intervjuer i medier eller delta i debatter man,medier,5,2005,claes-goran_brandin_f1a62d,../riksdagen-corpus/corpus/200506/prot-200506--112.xml,medi,man,S,0
8690,varför bevismaterial har undanröjts våra medier har inte ens frågat det,medier,5,2005,lars_angstrom_56ae08,../riksdagen-corpus/corpus/200506/prot-200506--112.xml,medi,man,MP,0
8691,att både svenska och internationella medier har stängt av den här,medier,5,2005,sven-erik_sjostrand_fd7e45,../riksdagen-corpus/corpus/200506/prot-200506--37.xml,medi,man,V,0
8692,verkligheten i en hel del medier tyvärr också mellan människor i,medier,5,2005,morgan_johansson_minister_2002,../riksdagen-corpus/corpus/200506/prot-200506--22.xml,medi,,,0
8693,relation med barnet i dagens medier uppmärksammas att detta inte är,medier,5,2005,thomas_bodström_minister_2000,../riksdagen-corpus/corpus/200506/prot-200506--22.xml,medi,,,0
8694,ska tro rapporteringen i lokala medier runtom i landet lovar alliansen,medier,5,2005,per_landgren_4f4db0,../riksdagen-corpus/corpus/200506/prot-200506--36.xml,medi,man,KD,0
8695,inte dricker att göra det mediernas könsrollsbeskrivning,mediernas,5,2005,annika_qarlsson_19f936,../riksdagen-corpus/corpus/200506/prot-200506--107.xml,medi,woman,C,3
8696,flickor inte minst objektiveras i medier på internet på playstation i,medier,5,2005,annika_qarlsson_19f936,../riksdagen-corpus/corpus/200506/prot-200506--107.xml,medi,woman,C,0
8697,annan sammansättning där självklart företag medier journalister och framför allt en,medier,5,2005,jens_orback_minister_2004,../riksdagen-corpus/corpus/200506/prot-200506--107.xml,medi,,,0
8698,jag har noterat som flera medier att sverige i den här,medier,5,2005,morgan_johansson_minister_2002,../riksdagen-corpus/corpus/200506/prot-200506--107.xml,medi,,,2
8699,beskattning av annonser i vissa medier vi anser att klarhet måste,medier,5,2005,anne-marie_ekstrom_61d49c,../riksdagen-corpus/corpus/200506/prot-200506--103.xml,medi,woman,L,0
8700,här i kammaren och i medier har gått ut och kritiserat,medier,5,2005,leif_pagrotsky_minister_2004,../riksdagen-corpus/corpus/200506/prot-200506--32.xml,medi,,,1
8701,man ställa sig av många mediers rapportering skulle man nästan kunna,mediers,5,2005,mats_einarsson_087a77,../riksdagen-corpus/corpus/200506/prot-200506--26.xml,medi,man,V,4
8702,fråntas värde och rättigheter svenska medier har belyst vilket också har,medier,5,2005,mats_einarsson_087a77,../riksdagen-corpus/corpus/200506/prot-200506--26.xml,medi,man,V,0
8703,mot radio islam och judekontrollerade medier läsa följande eftersom ett av,medier,5,2005,ulrik_lindgren_5f7848,../riksdagen-corpus/corpus/200506/prot-200506--27.xml,medi,man,KD,2
8704,viktigare målen för undervisningsväsendet och massmedia är att få folk att,massmedia,5,2005,ulrik_lindgren_5f7848,../riksdagen-corpus/corpus/200506/prot-200506--27.xml,mass,man,KD,4
8705,om det påstods i vissa medier,medier,5,2005,hillevi_engstrom_6401e9,../riksdagen-corpus/corpus/200506/prot-200506--116.xml,medi,woman,M,0
8706,allvar många av oss följde mediernas rapportering från rättegången med pastorn,mediernas,5,2005,johan_pehrson_2d741c,../riksdagen-corpus/corpus/200506/prot-200506--102.xml,medi,man,L,4
8707,att sexualiseringen har ökat i medier och reklam och menat att,medier,5,2005,mikael_johansson_6a9f74,../riksdagen-corpus/corpus/200506/prot-200506--102.xml,medi,man,MP,0
8708,kritik mot reklam annonser och medier det gör det tveklöst reklam,medier,5,2005,mikael_johansson_6a9f74,../riksdagen-corpus/corpus/200506/prot-200506--102.xml,medi,man,MP,0
8709,vi har fått i olika medier och under dagens debatt fått,medier,5,2005,jan_lindholm_47d961,../riksdagen-corpus/corpus/200506/prot-200506--25.xml,medi,man,MP,0
8710,diktaturledare vi ska stötta fria medier opposition kvinnogrupper och olika demokratiaktivister,medier,5,2005,rosita_runegrund_9cb68d,../riksdagen-corpus/corpus/200506/prot-200506--31.xml,medi,woman,KD,0
8711,länder som är demokratiska fria medier och en aktiv politisk opposition,medier,5,2005,rosita_runegrund_9cb68d,../riksdagen-corpus/corpus/200506/prot-200506--31.xml,medi,woman,KD,0
8712,i våra vardagsrum genom den massmediala rapporteringen att då i det,massmediala,5,2005,alice_astrom_5d697c,../riksdagen-corpus/corpus/200506/prot-200506--31.xml,mass,woman,V,4
8713,som också återgivits i svenska medier men så är det alltså,medier,5,2005,chatrine_palsson_7a74c7,../riksdagen-corpus/corpus/200506/prot-200506--19.xml,medi,woman,KD,0
8714,inte har kvar det uppdraget mediernas ytliga och stereotypa beskrivningar av,mediernas,5,2005,margareta_israelsson_568d5c,../riksdagen-corpus/corpus/200506/prot-200506--101.xml,medi,woman,S,3
8715,gång en etisk diskussion kring mediernas roll det finns även frivilligorganisationer,mediernas,5,2005,margareta_israelsson_568d5c,../riksdagen-corpus/corpus/200506/prot-200506--101.xml,medi,woman,S,3
8716,vi under senare tid genom medier som ständigt är lika hungriga,medier,5,2005,liselott_hagberg_811c71,../riksdagen-corpus/corpus/200506/prot-200506--115.xml,medi,woman,L,0
8717,granska är också oerhört viktig mediernas inslag och möjligheter att upptäcka,mediernas,5,2005,gustav_fridolin_76f0ba,../riksdagen-corpus/corpus/200506/prot-200506--115.xml,medi,man,MP,0
8718,matchen har nu i svenska medier kommit i fokus både i,medier,5,2005,laila_freivalds_minister_2003,../riksdagen-corpus/corpus/200506/prot-200506--56.xml,medi,,,0
8719,rapporten det blev känt genom mediernas uppmärksamhet två dagar före rapporten,mediernas,5,2005,lars_ohly_d95919,../riksdagen-corpus/corpus/200506/prot-200506--42.xml,medi,man,V,4
8720,man lyfta fram missförhållandena via medier för allmänhetens kännedom nu är,medier,5,2005,gunilla_wahlen_a52558,../riksdagen-corpus/corpus/200506/prot-200506--42.xml,medi,woman,V,0
8721,i beräkningarna när det gäller medier måste vi numera räkna med,medier,5,2005,ingvar_svensson_838b4e,../riksdagen-corpus/corpus/200506/prot-200506--97.xml,medi,man,KD,2
8722,industrierna smälter samman med traditionella massmedier finns det stora möjligheter för,massmedier,5,2005,ingvar_svensson_838b4e,../riksdagen-corpus/corpus/200506/prot-200506--97.xml,mass,man,KD,1
8723,människor som arbetar med olika medier vet att det är en,medier,5,2005,mats_einarsson_087a77,../riksdagen-corpus/corpus/200506/prot-200506--97.xml,medi,man,V,0
8724,debatten tyvärr riktas det mesta mediala intresset mot de omkring elitidrottarna,mediala,5,2005,kent_olsson_747f42,../riksdagen-corpus/corpus/200506/prot-200506--83.xml,medi,man,M,3
8725,inte förtjänar att stå i medialt fokus vi vet att det,medialt,5,2005,kent_olsson_747f42,../riksdagen-corpus/corpus/200506/prot-200506--83.xml,medi,man,M,3
8726,det sägs ju så både medier och akademiker har synpunkter på,medier,5,2005,rolf_olsson_2d3bf9,../riksdagen-corpus/corpus/200506/prot-200506--40.xml,medi,man,V,1
8727,del av islamic center genom medier och på annat sätt är,medier,5,2005,unknown,../riksdagen-corpus/corpus/200506/prot-200506--40.xml,medi,,,0
8728,tidningsbranschen i förhållande till andra medier om vi ska behålla tidningsbranschen,medier,5,2005,ingvar_svensson_838b4e,../riksdagen-corpus/corpus/200506/prot-200506--41.xml,medi,man,KD,0
8729,tappa i förhållande till andra medier där denna konkurrens och detta,medier,5,2005,ingvar_svensson_838b4e,../riksdagen-corpus/corpus/200506/prot-200506--41.xml,medi,man,KD,0
8730,viktig roll för våra fria medier,medier,5,2005,mats_einarsson_087a77,../riksdagen-corpus/corpus/200506/prot-200506--41.xml,medi,man,V,4
8731,de som driver alla andra medier är det möjligheten att få,medier,5,2005,tobias_krantz_23a8b2,../riksdagen-corpus/corpus/200506/prot-200506--41.xml,medi,man,L,0
8732,också gå ut till nya medier och medier som riktar sig,medier,5,2005,tobias_krantz_23a8b2,../riksdagen-corpus/corpus/200506/prot-200506--41.xml,medi,man,L,0
8733,ut till nya medier och medier som riktar sig till minoritetsgrupper,medier,5,2005,tobias_krantz_23a8b2,../riksdagen-corpus/corpus/200506/prot-200506--41.xml,medi,man,L,0
8734,vårt kulturarv på film och medier bibliotek och arkiv ljud och,medier,5,2005,margareta_andersson_5c141b,../riksdagen-corpus/corpus/200506/prot-200506--96.xml,medi,woman,C,0
8735,material att överföra till digitalt medium att nonchalant säga att detta,medium,5,2005,margareta_andersson_5c141b,../riksdagen-corpus/corpus/200506/prot-200506--96.xml,medi,woman,C,3
8736,och oberoende av territoriella gränser mediernas frihet och mångfald skall respekteras,mediernas,5,2005,holger_gustafsson_cb5978,../riksdagen-corpus/corpus/200506/prot-200506--92.xml,medi,man,KD,0
8737,har vi till den svenska mediala mångfalden fått ett bidrag i,mediala,5,2005,cecilia_wikstrom_7c4790,../riksdagen-corpus/corpus/200506/prot-200506--92.xml,medi,woman,L,3
8738,direkta kontrollen från politiker av medier får det minsta stöd här,medier,5,2005,berndt_ekholm_c786a4,../riksdagen-corpus/corpus/200506/prot-200506--92.xml,medi,man,S,1
8739,bland annat utifrån rapporter i massmedier och på andra håll att,massmedier,5,2005,hillevi_engstrom_6401e9,../riksdagen-corpus/corpus/200506/prot-200506--92.xml,mass,woman,M,1
8740,det finns många aktörer i medier och tidningar som har lyft,medier,5,2005,viviann_gerdin_444e1c,../riksdagen-corpus/corpus/200506/prot-200506--92.xml,medi,woman,C,0
8741,tycker att sverige och svenska medier har hanterat den här frågan,medier,5,2005,tuve_skanberg_e38e9f,../riksdagen-corpus/corpus/200506/prot-200506--86.xml,medi,man,KD,0
8742,straffbestämmelsen som är avgörande svenska medier har också avstått utan den,medier,5,2005,alice_astrom_5d697c,../riksdagen-corpus/corpus/200506/prot-200506--86.xml,medi,woman,V,0
8743,du som av det skära mediet brukar påstås vara någon form,mediet,5,2005,per_rosengren_6dc25d,../riksdagen-corpus/corpus/200506/prot-200506--51.xml,medi,man,V,3
8744,den ideella sektorn idrott spel medier och allt däremellan jag kommer,medier,5,2005,rossana_dinamarca_2ea58d,../riksdagen-corpus/corpus/200506/prot-200506--45.xml,medi,woman,V,0
8745,debatteras kring olika moment av mediernas frihet bidrar vi här i,mediernas,5,2005,mats_einarsson_087a77,../riksdagen-corpus/corpus/200506/prot-200506--78.xml,medi,man,V,4
